profile,type,state,time,price,source
solar,green,QLD,1/07/2023,13,forecast
solar,green,SA,1/07/2023,13,forecast
wind,black,NSW,1/07/2023,84,forecast
wind,black,VIC,1/07/2023,77,forecast
wind,black,QLD,1/07/2023,75,forecast
wind,black,SA,1/07/2023,75,forecast
wind,green,NSW,1/07/2023,13,forecast
wind,green,VIC,1/07/2023,13,forecast
wind,green,QLD,1/07/2023,13,forecast
wind,green,SA,1/07/2023,13,forecast
baseload,black,NSW,1/08/2023,90,forecast
baseload,black,VIC,1/08/2023,94,forecast
baseload,black,QLD,1/08/2023,76,forecast
baseload,black,SA,1/08/2023,95,forecast
solar,black,NSW,1/08/2023,48,forecast
solar,black,VIC,1/08/2023,52,forecast
solar,black,QLD,1/08/2023,29,forecast
solar,black,SA,1/08/2023,55,forecast
solar,green,NSW,1/08/2023,13,forecast
solar,green,VIC,1/08/2023,13,forecast
solar,green,QLD,1/08/2023,13,forecast
solar,green,SA,1/08/2023,13,forecast
wind,black,NSW,1/08/2023,84,forecast
wind,black,VIC,1/08/2023,77,forecast
wind,black,QLD,1/08/2023,75,forecast
wind,black,SA,1/08/2023,75,forecast
wind,green,NSW,1/08/2023,13,forecast
wind,green,VIC,1/08/2023,13,forecast
wind,green,QLD,1/08/2023,13,forecast
wind,green,SA,1/08/2023,13,forecast
baseload,black,NSW,1/09/2023,90,forecast
baseload,black,VIC,1/09/2023,94,forecast
baseload,black,QLD,1/09/2023,76,forecast
baseload,black,SA,1/09/2023,95,forecast
solar,black,NSW,1/09/2023,48,forecast
solar,black,VIC,1/09/2023,52,forecast
solar,black,QLD,1/09/2023,29,forecast
solar,black,SA,1/09/2023,55,forecast
solar,green,NSW,1/09/2023,13,forecast
solar,green,VIC,1/09/2023,13,forecast
solar,green,QLD,1/09/2023,13,forecast
solar,green,SA,1/09/2023,13,forecast
wind,black,NSW,1/09/2023,84,forecast
wind,black,VIC,1/09/2023,77,forecast
wind,black,QLD,1/09/2023,75,forecast
wind,black,SA,1/09/2023,75,forecast
wind,green,NSW,1/09/2023,13,forecast
wind,green,VIC,1/09/2023,13,forecast
wind,green,QLD,1/09/2023,13,forecast
wind,green,SA,1/09/2023,13,forecast
baseload,black,NSW,1/10/2023,90,forecast
baseload,black,VIC,1/10/2023,94,forecast
baseload,black,QLD,1/10/2023,76,forecast
baseload,black,SA,1/10/2023,95,forecast
solar,black,NSW,1/10/2023,48,forecast
solar,black,VIC,1/10/2023,52,forecast
solar,black,QLD,1/10/2023,29,forecast
solar,black,SA,1/10/2023,55,forecast
solar,green,NSW,1/10/2023,13,forecast
solar,green,VIC,1/10/2023,13,forecast
solar,green,QLD,1/10/2023,13,forecast
solar,green,SA,1/10/2023,13,forecast
wind,black,NSW,1/10/2023,84,forecast
wind,black,VIC,1/10/2023,77,forecast
wind,black,QLD,1/10/2023,75,forecast
wind,black,SA,1/10/2023,75,forecast
wind,green,NSW,1/10/2023,13,forecast
wind,green,VIC,1/10/2023,13,forecast
wind,green,QLD,1/10/2023,13,forecast
wind,green,SA,1/10/2023,13,forecast
baseload,black,NSW,1/11/2023,90,forecast
baseload,black,VIC,1/11/2023,94,forecast
baseload,black,QLD,1/11/2023,76,forecast
baseload,black,SA,1/11/2023,95,forecast
solar,black,NSW,1/11/2023,48,forecast
solar,black,VIC,1/11/2023,52,forecast
solar,black,QLD,1/11/2023,29,forecast
solar,black,SA,1/11/2023,55,forecast
solar,green,NSW,1/11/2023,13,forecast
solar,green,VIC,1/11/2023,13,forecast
solar,green,QLD,1/11/2023,13,forecast
solar,green,SA,1/11/2023,13,forecast
wind,black,NSW,1/11/2023,84,forecast
wind,black,VIC,1/11/2023,77,forecast
wind,black,QLD,1/11/2023,75,forecast
wind,black,SA,1/11/2023,75,forecast
wind,green,NSW,1/11/2023,13,forecast
wind,green,VIC,1/11/2023,13,forecast
wind,green,QLD,1/11/2023,13,forecast
wind,green,SA,1/11/2023,13,forecast
baseload,black,NSW,1/12/2023,90,forecast
baseload,black,VIC,1/12/2023,94,forecast
baseload,black,QLD,1/12/2023,76,forecast
baseload,black,SA,1/12/2023,95,forecast
solar,black,NSW,1/12/2023,48,forecast
solar,black,VIC,1/12/2023,52,forecast
solar,black,QLD,1/12/2023,29,forecast
solar,black,SA,1/12/2023,55,forecast
solar,green,NSW,1/12/2023,13,forecast
solar,green,VIC,1/12/2023,13,forecast
solar,green,QLD,1/12/2023,13,forecast
solar,green,SA,1/12/2023,13,forecast
wind,black,NSW,1/12/2023,84,forecast
wind,black,VIC,1/12/2023,77,forecast
wind,black,QLD,1/12/2023,75,forecast
wind,black,SA,1/12/2023,75,forecast
wind,green,NSW,1/12/2023,13,forecast
wind,green,VIC,1/12/2023,13,forecast
wind,green,QLD,1/12/2023,13,forecast
wind,green,SA,1/12/2023,13,forecast
baseload,black,NSW,1/01/2024,90,forecast
baseload,black,VIC,1/01/2024,94,forecast
baseload,black,QLD,1/01/2024,76,forecast
baseload,black,SA,1/01/2024,95,forecast
solar,black,NSW,1/01/2024,48,forecast
solar,black,VIC,1/01/2024,52,forecast
solar,black,QLD,1/01/2024,29,forecast
solar,black,SA,1/01/2024,55,forecast
solar,green,NSW,1/01/2024,13,forecast
solar,green,VIC,1/01/2024,13,forecast
solar,green,QLD,1/01/2024,13,forecast
solar,green,SA,1/01/2024,13,forecast
wind,black,NSW,1/01/2024,84,forecast
wind,black,VIC,1/01/2024,77,forecast
wind,black,QLD,1/01/2024,75,forecast
wind,black,SA,1/01/2024,75,forecast
wind,green,NSW,1/01/2024,13,forecast
wind,green,VIC,1/01/2024,13,forecast
wind,green,QLD,1/01/2024,13,forecast
wind,green,SA,1/01/2024,13,forecast
baseload,black,NSW,1/02/2024,90,forecast
baseload,black,VIC,1/02/2024,94,forecast
baseload,black,QLD,1/02/2024,76,forecast
baseload,black,SA,1/02/2024,95,forecast
solar,black,NSW,1/02/2024,48,forecast
solar,black,VIC,1/02/2024,52,forecast
solar,black,QLD,1/02/2024,29,forecast
solar,black,SA,1/02/2024,55,forecast
solar,green,NSW,1/02/2024,13,forecast
solar,green,VIC,1/02/2024,13,forecast
solar,green,QLD,1/02/2024,13,forecast
solar,green,SA,1/02/2024,13,forecast
wind,black,NSW,1/02/2024,84,forecast
wind,black,VIC,1/02/2024,77,forecast
wind,black,QLD,1/02/2024,75,forecast
wind,black,SA,1/02/2024,75,forecast
wind,green,NSW,1/02/2024,13,forecast
wind,green,VIC,1/02/2024,13,forecast
wind,green,QLD,1/02/2024,13,forecast
wind,green,SA,1/02/2024,13,forecast
baseload,black,NSW,1/03/2024,90,forecast
baseload,black,VIC,1/03/2024,94,forecast
baseload,black,QLD,1/03/2024,76,forecast
baseload,black,SA,1/03/2024,95,forecast
solar,black,NSW,1/03/2024,48,forecast
solar,black,VIC,1/03/2024,52,forecast
solar,black,QLD,1/03/2024,29,forecast
solar,black,SA,1/03/2024,55,forecast
solar,green,NSW,1/03/2024,13,forecast
solar,green,VIC,1/03/2024,13,forecast
solar,green,QLD,1/03/2024,13,forecast
solar,green,SA,1/03/2024,13,forecast
wind,black,NSW,1/03/2024,84,forecast
wind,black,VIC,1/03/2024,77,forecast
wind,black,QLD,1/03/2024,75,forecast
wind,black,SA,1/03/2024,75,forecast
wind,green,NSW,1/03/2024,13,forecast
wind,green,VIC,1/03/2024,13,forecast
wind,green,QLD,1/03/2024,13,forecast
wind,green,SA,1/03/2024,13,forecast
baseload,black,NSW,1/04/2024,90,forecast
baseload,black,VIC,1/04/2024,94,forecast
baseload,black,QLD,1/04/2024,76,forecast
baseload,black,SA,1/04/2024,95,forecast
solar,black,NSW,1/04/2024,48,forecast
solar,black,VIC,1/04/2024,52,forecast
solar,black,QLD,1/04/2024,29,forecast
solar,black,SA,1/04/2024,55,forecast
solar,green,NSW,1/04/2024,13,forecast
solar,green,VIC,1/04/2024,13,forecast
solar,green,QLD,1/04/2024,13,forecast
solar,green,SA,1/04/2024,13,forecast
wind,black,NSW,1/04/2024,84,forecast
wind,black,VIC,1/04/2024,77,forecast
wind,black,QLD,1/04/2024,75,forecast
wind,black,SA,1/04/2024,75,forecast
wind,green,NSW,1/04/2024,13,forecast
wind,green,VIC,1/04/2024,13,forecast
wind,green,QLD,1/04/2024,13,forecast
wind,green,SA,1/04/2024,13,forecast
baseload,black,NSW,1/05/2024,90,forecast
baseload,black,VIC,1/05/2024,94,forecast
baseload,black,QLD,1/05/2024,76,forecast
baseload,black,SA,1/05/2024,95,forecast
solar,black,NSW,1/05/2024,48,forecast
solar,black,VIC,1/05/2024,52,forecast
solar,black,QLD,1/05/2024,29,forecast
solar,black,SA,1/05/2024,55,forecast
solar,green,NSW,1/05/2024,13,forecast
solar,green,VIC,1/05/2024,13,forecast
solar,green,QLD,1/05/2024,13,forecast
solar,green,SA,1/05/2024,13,forecast
wind,black,NSW,1/05/2024,84,forecast
wind,black,VIC,1/05/2024,77,forecast
wind,black,QLD,1/05/2024,75,forecast
wind,black,SA,1/05/2024,75,forecast
wind,green,NSW,1/05/2024,13,forecast
wind,green,VIC,1/05/2024,13,forecast
wind,green,QLD,1/05/2024,13,forecast
wind,green,SA,1/05/2024,13,forecast
baseload,black,NSW,1/06/2024,90,forecast
baseload,black,VIC,1/06/2024,94,forecast
baseload,black,QLD,1/06/2024,76,forecast
baseload,black,SA,1/06/2024,95,forecast
solar,black,NSW,1/06/2024,48,forecast
solar,black,VIC,1/06/2024,52,forecast
solar,black,QLD,1/06/2024,29,forecast
solar,black,SA,1/06/2024,55,forecast
solar,green,NSW,1/06/2024,13,forecast
solar,green,VIC,1/06/2024,13,forecast
solar,green,QLD,1/06/2024,13,forecast
solar,green,SA,1/06/2024,13,forecast
wind,black,NSW,1/06/2024,84,forecast
wind,black,VIC,1/06/2024,77,forecast
wind,black,QLD,1/06/2024,75,forecast
wind,black,SA,1/06/2024,75,forecast
wind,green,NSW,1/06/2024,13,forecast
wind,green,VIC,1/06/2024,13,forecast
wind,green,QLD,1/06/2024,13,forecast
wind,green,SA,1/06/2024,13,forecast
baseload,black,NSW,1/07/2024,90,forecast
baseload,black,VIC,1/07/2024,94,forecast
baseload,black,QLD,1/07/2024,76,forecast
baseload,black,SA,1/07/2024,95,forecast
solar,black,NSW,1/07/2024,48,forecast
solar,black,VIC,1/07/2024,52,forecast
solar,black,QLD,1/07/2024,29,forecast
solar,black,SA,1/07/2024,55,forecast
solar,green,NSW,1/07/2024,13,forecast
solar,green,VIC,1/07/2024,13,forecast
solar,green,QLD,1/07/2024,13,forecast
solar,green,SA,1/07/2024,13,forecast
wind,black,NSW,1/07/2024,84,forecast
wind,black,VIC,1/07/2024,77,forecast
wind,black,QLD,1/07/2024,75,forecast
wind,black,SA,1/07/2024,75,forecast
wind,green,NSW,1/07/2024,13,forecast
wind,green,VIC,1/07/2024,13,forecast
wind,green,QLD,1/07/2024,13,forecast
wind,green,SA,1/07/2024,13,forecast
baseload,black,NSW,1/08/2024,90,forecast
baseload,black,VIC,1/08/2024,94,forecast
baseload,black,QLD,1/08/2024,76,forecast
baseload,black,SA,1/08/2024,95,forecast
solar,black,NSW,1/08/2024,48,forecast
solar,black,VIC,1/08/2024,52,forecast
solar,black,QLD,1/08/2024,29,forecast
solar,black,SA,1/08/2024,55,forecast
solar,green,NSW,1/08/2024,13,forecast
solar,green,VIC,1/08/2024,13,forecast
solar,green,QLD,1/08/2024,13,forecast
solar,green,SA,1/08/2024,13,forecast
wind,black,NSW,1/08/2024,84,forecast
wind,black,VIC,1/08/2024,77,forecast
wind,black,QLD,1/08/2024,75,forecast
wind,black,SA,1/08/2024,75,forecast
wind,green,NSW,1/08/2024,13,forecast
wind,green,VIC,1/08/2024,13,forecast
wind,green,QLD,1/08/2024,13,forecast
wind,green,SA,1/08/2024,13,forecast
baseload,black,NSW,1/09/2024,90,forecast
baseload,black,VIC,1/09/2024,94,forecast
baseload,black,QLD,1/09/2024,76,forecast
baseload,black,SA,1/09/2024,95,forecast
solar,black,NSW,1/09/2024,48,forecast
solar,black,VIC,1/09/2024,52,forecast
solar,black,QLD,1/09/2024,29,forecast
solar,black,SA,1/09/2024,55,forecast
solar,green,NSW,1/09/2024,13,forecast
solar,green,VIC,1/09/2024,13,forecast
solar,green,QLD,1/09/2024,13,forecast
solar,green,SA,1/09/2024,13,forecast
wind,black,NSW,1/09/2024,84,forecast
wind,black,VIC,1/09/2024,77,forecast
wind,black,QLD,1/09/2024,75,forecast
wind,black,SA,1/09/2024,75,forecast
wind,green,NSW,1/09/2024,13,forecast
wind,green,VIC,1/09/2024,13,forecast
wind,green,QLD,1/09/2024,13,forecast
wind,green,SA,1/09/2024,13,forecast
baseload,black,NSW,1/10/2024,90,forecast
baseload,black,VIC,1/10/2024,94,forecast
baseload,black,QLD,1/10/2024,76,forecast
baseload,black,SA,1/10/2024,95,forecast
solar,black,NSW,1/10/2024,48,forecast
solar,black,VIC,1/10/2024,52,forecast
solar,black,QLD,1/10/2024,29,forecast
solar,black,SA,1/10/2024,55,forecast
solar,green,NSW,1/10/2024,13,forecast
solar,green,VIC,1/10/2024,13,forecast
solar,green,QLD,1/10/2024,13,forecast
solar,green,SA,1/10/2024,13,forecast
wind,black,NSW,1/10/2024,84,forecast
wind,black,VIC,1/10/2024,77,forecast
wind,black,QLD,1/10/2024,75,forecast
wind,black,SA,1/10/2024,75,forecast
wind,green,NSW,1/10/2024,13,forecast
wind,green,VIC,1/10/2024,13,forecast
wind,green,QLD,1/10/2024,13,forecast
wind,green,SA,1/10/2024,13,forecast
baseload,black,NSW,1/11/2024,90,forecast
baseload,black,VIC,1/11/2024,94,forecast
baseload,black,QLD,1/11/2024,76,forecast
baseload,black,SA,1/11/2024,95,forecast
solar,black,NSW,1/11/2024,48,forecast
solar,black,VIC,1/11/2024,52,forecast
solar,black,QLD,1/11/2024,29,forecast
solar,black,SA,1/11/2024,55,forecast
solar,green,NSW,1/11/2024,13,forecast
solar,green,VIC,1/11/2024,13,forecast
solar,green,QLD,1/11/2024,13,forecast
solar,green,SA,1/11/2024,13,forecast
wind,black,NSW,1/11/2024,84,forecast
wind,black,VIC,1/11/2024,77,forecast
wind,black,QLD,1/11/2024,75,forecast
wind,black,SA,1/11/2024,75,forecast
wind,green,NSW,1/11/2024,13,forecast
wind,green,VIC,1/11/2024,13,forecast
wind,green,QLD,1/11/2024,13,forecast
wind,green,SA,1/11/2024,13,forecast
baseload,black,NSW,1/12/2024,90,forecast
baseload,black,VIC,1/12/2024,94,forecast
baseload,black,QLD,1/12/2024,76,forecast
baseload,black,SA,1/12/2024,95,forecast
solar,black,NSW,1/12/2024,48,forecast
solar,black,VIC,1/12/2024,52,forecast
solar,black,QLD,1/12/2024,29,forecast
solar,black,SA,1/12/2024,55,forecast
solar,green,NSW,1/12/2024,13,forecast
solar,green,VIC,1/12/2024,13,forecast
solar,green,QLD,1/12/2024,13,forecast
solar,green,SA,1/12/2024,13,forecast
wind,black,NSW,1/12/2024,84,forecast
wind,black,VIC,1/12/2024,77,forecast
wind,black,QLD,1/12/2024,75,forecast
wind,black,SA,1/12/2024,75,forecast
wind,green,NSW,1/12/2024,13,forecast
wind,green,VIC,1/12/2024,13,forecast
wind,green,QLD,1/12/2024,13,forecast
wind,green,SA,1/12/2024,13,forecast
baseload,black,NSW,1/01/2025,90,forecast
baseload,black,VIC,1/01/2025,94,forecast
baseload,black,QLD,1/01/2025,76,forecast
baseload,black,SA,1/01/2025,95,forecast
solar,black,NSW,1/01/2025,48,forecast
solar,black,VIC,1/01/2025,52,forecast
solar,black,QLD,1/01/2025,29,forecast
solar,black,SA,1/01/2025,55,forecast
solar,green,NSW,1/01/2025,13,forecast
solar,green,VIC,1/01/2025,13,forecast
solar,green,QLD,1/01/2025,13,forecast
solar,green,SA,1/01/2025,13,forecast
wind,black,NSW,1/01/2025,84,forecast
wind,black,VIC,1/01/2025,77,forecast
wind,black,QLD,1/01/2025,75,forecast
wind,black,SA,1/01/2025,75,forecast
wind,green,NSW,1/01/2025,13,forecast
wind,green,VIC,1/01/2025,13,forecast
wind,green,QLD,1/01/2025,13,forecast
wind,green,SA,1/01/2025,13,forecast
